"headline","text","keywords","ratingName"
"Gov. John Kasich says the rainy day fund has grown from 89 cents to $240 million","'Our rainy day fund has gone from 89 cents to $240 million.'","Economy,Jobs,State Budget,State Finances","TRUE"
"Obama is right on federal health care for janitors and senators","The health care plan for members of Congress 'is no better than the janitor who cleans their offices.'","Health Care","TRUE"
"Eric Kearney says a repeal of voter reform legislation that is the target of a referendum would be a first for Ohio","An effort to repeal voting-reform legislation would be 'the first time in Ohio history where a bill has been passed to stop a referendum.'","Elections,Government regulation","TRUE"
"Obama cites ethnicity in mortgage crisis","'I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.'","Economy","TRUE"
"Bill Morneau: “We've got the lowest interest rates in history."""" - FactsCanada","Bill Morneau: “We've got the lowest interest rates in history.' - FactsCanada","Bill Morneau, Finance, LPC","TRUE"
"Rob Nicholson: “Cnd is 6th largest humanitarian donor in Syria & 5th in Iraq.” - FactsCanada","Rob Nicholson: “Cnd is 6th largest humanitarian donor in Syria & 5th in Iraq.” - FactsCanada","CPC, Iraq & Syria, Rob Nicholson","TRUE"
"Austin Mayor Lee Leffingwell says four-year city council terms are norm for most cities like Austin","Says four-year terms for City Council members are 'the norm in most cities of our size.'","City Government","TRUE"
"Cindy McCain","E-mail lists facts about Senator John McCain’s wife,
Cindy McCain.","ASP Article, john mccain","TRUE"
"Dwight R. Worley – The Gun Owner Next Door","The Journal News published a map showing the names and addresses of handgun permit holders in two New York counties.","ASP Article","TRUE"
"Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men","'Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.'","Diversity,Guns","TRUE"
"Presidential Elections Linked to Eastern Conference NBA Championships","Democratic presidential candidates have only won the White House in years that an Eastern Conference team has also won the NBA Championship.","nba","TRUE"
"Rona Ambrose: Australian voters have “ballots the size of dorm-room posters.” - FactsCanada","Rona Ambrose: Australian voters have “ballots the size of dorm-room posters.” - FactsCanada","CPC, Democratic Reform, Rona Ambrose","TRUE"
"Did Joe Biden Tell a Racially Mixed Audience that Republicans Would ‘Put Y’All Back in Chains’?","Sen. Joe Biden told an audience which included hundreds of African Americans that Republican economic policies would 'put y'all back in chains.'","joe biden","TRUE"
"Beauty Salon Visit Caused Stroke?","Getting your hair washed at a beauty salon can, in rare cases, increase the chances of a stroke.","beauty parlor stroke syndrome, salon, stroke","TRUE"
"Carr says few people had health insurance prior to World War II","'Before World War II, very few people actually had health insurance.'","Health Care,Public Health","TRUE"
"Former President George H.W. Bush Has Died","Former president George H.W. Bush has passed away at age 94.","george h w bush","TRUE"
"Tom Mulcair: “Mr. Harper promised solemnly to Canadians that he would never name an appointed senator. He has gone on to appoint ... them.” - FactsCanada","Tom Mulcair: “Mr. Harper promised solemnly to Canadians that he would never name an appointed senator. He has gone on to appoint ... them.” - FactsCanada","NDP, Senate, Tom Mulcair","TRUE"
"In Reagan library speech, Marco Rubio takes on Social Security","'When Social Security first started, there was 16 workers for every retiree. Today there are three workers for every retiree and soon there will be only two for every retiree.'","Social Security","TRUE"
"Does the 2017 Tax Reform Bill Help Private Schools and Hurt Public Schools?","The 2017 tax reform bill eliminates personal deductions for state and local taxes (primary sources of public school funding), while offering tax breaks for parents who send their children to private schools.","2017 tax bill, education, private schools, public schools","TRUE"
"Did a German Woman Get Fined for Sharing a Meme on Facebook?","A German woman was fined €1,350 for sharing an anti-migrant meme on her Facebook page.","breitbart, censorship, facebook, free speech, germany, immigration, migrants","TRUE"
"Texas law bars adults from leaving loaded guns accessible to children younger than 17","'It’s against the law in Texas to let any loaded gun get in the hands of a child.'","Children,Crime,Guns","TRUE"
"Is This the World’s Largest Swimming Pool?","Photographs show the world's largest swimming pool.","Architecture","TRUE"
"Mostly True Stories Sixpence Error","Urban legends TV show falls for joke about Blackbeard’s using a nursery rhyme to recruit fellow pirates.","ASP Article, Media Goofs","TRUE"
"Cruz is right: Obama doesn't link Islam to terrorism","Says President Barack Obama 'will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’'","Islam,Terrorism","TRUE"
"Santa’s Canadian Postal Code","In Canada, Santa's postal code is H0H 0H0.","canada, letters to santa, postcode, santa","TRUE"
"Last time Kansans elected someone other than a Republican to the Senate? Try 1932","'Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.'","Elections","TRUE"
"Woofing Wedding Video","Friends gathered to view the video record of a newly-married couple’s special day were instead treated to a literal episode of I Love Lassie.","ASP Article, bestiality","TRUE"
"Romney refused to pardon soldier - and everyone else","Romney refused to pardon 'a decorated soldier' returning from Iraq who had been charged with a crime involving a BB gun when he was 13.","Crime","TRUE"
"Obama served on board with Ayers","Obama served on a board with former Weather Underground member William Ayers and 'that relationship with Mr. Ayers on this board continued after 9/11.'","Candidate Biography","TRUE"
"Kurt Warner","Former NFL quarterback Kurt Warner married a woman who had two children, one a special needs child.","football","TRUE"
"Tamiflu and Donald Rumsfeld","U.S. Secretary of Defense Donald Rumsfeld owns stock in the company that makes Tamiflu.","ASP Article","TRUE"
"Ann Coulter says Rhode Island’s voter-identification law was pushed by black legislators in the state House and Senate","Rhode Island’s voter identification law was pushed by 'a black Democrat in the House, a black Democrat in the Senate. That's a fact.'","Elections,Pundits","TRUE"
"Coca-Cola is right: 50% of young women in northern Nigeria have no formal education | Africa Check","50% of young women in northern Nigeria have no formal education","Coca-Cola, education, formal education, women","TRUE"
"Donald Trump mentions tax deductions 'for birds flying across America,' and he should know","The federal tax code includes 'deductions for birds flying across America.'","Animals,Environment,Taxes","TRUE"
"Are More Than 10,000 Children in U.S. Detention Centers?","As of May 2018, there were more than 10,000 unaccompanied children in United States government immigration detention centers.","department of justice, family separation, immigration, jeff sessions, trump administration, u.s.-mexico border","TRUE"
"Laura Bush’s Fatal Accident","A teenaged Laura Bush caused the death of a classmate in an automobile accident.","george w bush, laura bush","TRUE"
"Is the Hammerhead Bat a Real Animal?","A photograph showing an odd-looking, large bat with an elongated face known as a 'hammerhead bat.'","animals, bats","TRUE"
"Photo Finish","A woman was arrested for trespassing for taking pictures of an airport tourist attraction from a publicly accessible area.","ASP Article","TRUE"
"Donna Howard says condoms 'used to be tax-exempt' in Texas","Says condoms 'used to be tax-exempt here in Texas.'","Health Care,Sexuality,Taxes","TRUE"
"Rick Scott says his plan would expand early voting hours to record high","Says his elections proposal would allow 'a potential of 168 hours (of early voting), which I think is the most we’ve ever had.'","Elections","TRUE"
"Maybelline Mascara Origin","Maybelline, the first commercial mascara, was named for a real person.","ASP Article, putin endorses sanders","TRUE"
"Indeed we do","'Today, we import triple the amount of oil than we had on the day Senator McCain took office.'","Energy","TRUE"
"GOP Wisconsin House member on Sharpton visits to Obama White House","'The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.'","History","TRUE"
"Does the U.S. spend more on potato chips than energy research?","The United States 'spends more on potato chips than we do on ALL energy R&D.'","Energy,Federal Budget,Food,Science,Technology","TRUE"
"Charlie Crist implemented Jeb Bush’s A+ Plan on education, group says","Says Charlie Crist 'implemented Jeb Bush’s A+ Plan.'","Education","TRUE"
"Wife's assets in company not a conflict of interest in casino vote, Josh Mandel says","Ilana Shafran Mandel’s stake in Forest City Enterprises 'constitutes significantly less than 1 percent' of the company’s shares and any implication of a conflict of interest 'is legally incorrect.'","Candidate Biography,Transparency","TRUE"
